,09-00520209,Tree Planting,1326 S AVERS AVE ,1150917,1893768,24,"Mar 26, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,1,Planted?,Yes
,09-00528828,Tree Planting,6657 S KIMBARK AVE ,1185786,1860829,5,"Mar 27, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,0,Planted?,Yes
,09-00546704,Tree Planting,2110 W GREENLEAF AVE ,1160723,1946935,50,"Mar 31, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,2,Planted?,Yes
,09-00557974,Tree Planting,10015 S LEAVITT ST ,1163468,1838295,19,"Apr 01, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,1,Planted?,Yes
,09-00565286,Tree Planting,3740 N PANAMA AVE ,1121411,1923599,38,"Apr 02, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,1,Planted?,Yes
,09-00568041,Tree Planting,4140 N MARINE DR ,1171333,1927209,46,"Apr 02, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,1,Planted?,Yes
,09-00576179,Tree Planting,936 E 54TH ST ,1183447,1869798,5,"Apr 03, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,2,Planted?,Yes
,09-00576196,Tree Planting,2250 N CLIFTON AVE ,1168278,1914776,43,"Apr 03, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,1,Planted?,Yes
,09-00576204,Tree Planting,1839 N RICHMOND ST ,1156534,1911862,1,"Apr 03, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,2,Planted?,Yes
,09-00576209,Tree Planting,4127 W HIRSCH ST ,1148464,1909000,26,"Apr 03, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,1,Planted?,Yes
,09-00576213,Tree Planting,3444 W WABANSIA AVE ,1153440,1911091,26,"Apr 03, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,1,Planted?,Yes
,09-01091218,Tree Planting,1624 W 19TH ST ,1165836,1890805,25,"Jun 25, 2009",Completed,Tree Plant Date?,4/15/2009,Number of trees planted?,2,Planted?,Yes
,08-00965371,Tree Planting,4439 N HAMILTON AVE ,1161330,1929569,47,"May 31, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-00971336,Tree Planting,4921 N SEELEY AVE ,1161785,1932677,40,"Jun 02, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-00986782,Tree Planting,5810 N LINCOLN AVE ,1155966,1938494,40,"Jun 03, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01014030,Tree Planting,1650 W FOSTER AVE ,1164725,1934606,40,"Jun 06, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,2,Planted?,Yes
,08-01129839,Tree Planting,1601 W THOME AVE ,1164508,1941704,40,"Jun 19, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01155692,Tree Planting,1041 W BERWYN AVE ,1168265,1935373,48,"Jun 23, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01233746,Tree Planting,4107 N PONTIAC AVE ,1119671,1926229,38,"Jul 02, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01243545,Tree Planting,4122 N MASON AVE ,1135948,1926795,38,"Jul 03, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,2,Planted?,Yes
,08-01258348,Tree Planting,7310 N BELL AVE ,1160113,1948435,49,"Jul 07, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01272372,Tree Planting,4708 N MAPLEWOOD AVE ,1158520,1931181,40,"Jul 08, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01286647,Tree Planting,3820 N OKETO AVE ,1126054,1924497,38,"Jul 09, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01298220,Tree Planting,6426 N NOKOMIS AVE ,1140428,1942383,41,"Jul 11, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01423510,Tree Planting,3850 N AVERS AVE ,1150045,1925108,45,"Jul 24, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01454889,Tree Planting,5225 N LAMON AVE ,1142688,1934367,39,"Jul 28, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01455043,Tree Planting,3052 W BIRCHWOOD AVE ,1154835,1949551,50,"Jul 28, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01468961,Tree Planting,4029 N WHIPPLE ST ,1155333,1926629,33,"Jul 29, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,2,Planted?,Yes
,08-01531668,Tree Planting,5301 N ORIOLE AVE ,1124675,1934316,41,"Aug 05, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01547104,Tree Planting,4926 N MELVINA AVE ,1133872,1932425,45,"Aug 06, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01589939,Tree Planting,2970 W NELSON ST ,1156090,1920355,33,"Aug 11, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01635293,Tree Planting,4849 N OAK PARK AVE ,1130244,1931881,41,"Aug 15, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01644531,Tree Planting,6334 W HYACINTH  ST ,,,,"Aug 17, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01671490,Tree Planting,4921 N NATOMA AVE ,1131236,1932327,45,"Aug 20, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01680599,Tree Planting,4055 N MAPLEWOOD AVE ,1158669,1926850,47,"Aug 21, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,3,Planted?,Yes
,08-01796694,Tree Planting,4303 N HERMITAGE AVE ,1164024,1928628,47,"Sep 05, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01852494,Tree Planting,2516 W HOLLYWOOD AVE ,1158451,1937766,40,"Sep 12, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01917050,Tree Planting,7721 N MARSHFIELD AVE ,1163978,1951211,49,"Sep 21, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01923831,Tree Planting,5442 N CENTRAL AVE ,1137855,1935836,45,"Sep 22, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-01999893,Tree Planting,6815 W DEVON AVE ,1129926,1941933,41,"Oct 01, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-02069903,Tree Planting,6637 N NEWGARD AVE ,1165395,1944192,49,"Oct 10, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-02104453,Tree Planting,3006 W EASTWOOD AVE ,1155500,1930692,33,"Oct 16, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,2,Planted?,Yes
,08-02123010,Tree Planting,6358 N MERRIMAC AVE ,1133548,1941770,39,"Oct 20, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-02206659,Tree Planting,6317 N CICERO AVE ,1143269,1941641,39,"Oct 30, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-02214934,Tree Planting,4020 N ALBANY AVE ,1155002,1926563,33,"Oct 31, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-02274630,Tree Planting,5251 N MILWAUKEE AVE ,1138032,1934251,45,"Nov 11, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-02280240,Tree Planting,5955 N KENNETH AVE ,1145674,1939205,39,"Nov 12, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-02282281,Tree Planting,4751 S HARDING AVE ,1150830,1872833,14,"Nov 12, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,5,Planted?,Yes
,08-02383842,Tree Planting,3837 N WESTERN AVE ,1159687,1925527,47,"Dec 01, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,08-02390803,Tree Planting,6430 N MAPLEWOOD AVE ,1158154,1942590,50,"Dec 02, 2008",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,09-00211477,Tree Planting,3245 N PIONEER AVE ,1120849,1920547,38,"Feb 06, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,2,Planted?,Yes
,09-00225831,Tree Planting,4850 N NEVA AVE ,1127650,1931472,41,"Feb 09, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,09-00256023,Tree Planting,5002 N PULASKI RD ,1148824,1932940,39,"Feb 13, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,09-00256191,Tree Planting,5119 N CLAREMONT AVE ,1159757,1933982,40,"Feb 13, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,09-00481988,Tree Planting,243 N PARKSIDE AVE ,1138561,1900905,29,"Mar 20, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,4,Planted?,Yes
,09-00528784,Tree Planting,6656 S NORMAL BLVD ,1174242,1860725,6,"Mar 27, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,0,Planted?,Yes
,09-00528819,Tree Planting,6740 S PAULINA ST ,1166158,1860271,16,"Mar 27, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,09-00528856,Tree Planting,8331 S MACKINAW AVE ,1199918,1850575,10,"Mar 27, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,09-00528872,Tree Planting,1419 E 89TH ST ,1187339,1846254,8,"Mar 27, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,09-00562838,Tree Planting,5356 S DR MARTIN LUTHER KING JR DR ,1179843,1869305,3,"Apr 02, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,2,Planted?,Yes
,09-00565271,Tree Planting,1140 W 66TH ST ,1169787,1861032,16,"Apr 02, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,09-00572641,Tree Planting,6543 S CHAMPLAIN AVE ,1181685,1862056,20,"Apr 03, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,09-00632713,Tree Planting,11710 S MORGAN ST ,1171761,1827235,34,"Apr 14, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,09-00632729,Tree Planting,9351 S LOWE AVE ,1173625,1842537,21,"Apr 14, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,0,Planted?,Yes
,09-00642179,Tree Planting,9241 S LEAVITT ST ,1163321,1843190,19,"Apr 16, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,1,Planted?,Yes
,09-01091206,Tree Planting,1631 W JONQUIL TER ,1163978,1950999,49,"Jun 25, 2009",Completed,Tree Plant Date?,4/22/2009,Number of trees planted?,5,Planted?,Yes
,07-00755994,Tree Planting,7840 W SUMMERDALE AVE ,1123059,1934570,41,"May 04, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-00801808,Contractor Replace,5149 W FOSTER AVE ,1141005,1934091,45,"May 11, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-01085626,Tree Planting,5755 W WINDSOR AVE ,1137150,1929691,38,"Jun 19, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-01763566,Tree Planting,7111 W FOSTER AVE ,1127889,1934109,41,"Sep 10, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,2,Planted?,Yes
,07-01870477,Tree Planting,4482 N KEOKUK AVE ,1147303,1929516,39,"Sep 24, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,7,Planted?,Yes
,07-02087043,Tree Planting,4348 W CULLOM AVE ,1146381,1928219,39,"Oct 24, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02130625,Tree Planting,5204 W CUYLER AVE ,1140942,1926430,38,"Oct 31, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02139622,Tree Planting,5325 W CULLOM AVE ,1140077,1928075,38,"Nov 01, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02192097,Tree Planting,4955 W WAVELAND AVE ,1142659,1924145,30,"Nov 09, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,2,Planted?,Yes
,07-02200711,Tree Planting,4339 N KILDARE AVE ,1146817,1928491,39,"Nov 12, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02200746,Tree Planting,6015 W CORNELIA AVE ,1135656,1922652,36,"Nov 12, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02210384,Tree Planting,5434 W ADDISON ST ,1139368,1923400,36,"Nov 13, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02210388,Tree Planting,5522 W BYRON ST ,1138841,1925376,38,"Nov 13, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02210391,Tree Planting,6320 W EASTWOOD AVE ,1133296,1930191,38,"Nov 13, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02210394,Tree Planting,4137 N MARMORA AVE ,1136277,1926903,38,"Nov 13, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02243241,Tree Planting,3812 N KEELER AVE ,1147726,1925013,45,"Nov 19, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02251299,Tree Planting,5400 W GRACE ST ,1139678,1924778,38,"Nov 20, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,3,Planted?,Yes
,07-02252163,Tree Planting,3824 N NORA AVE ,1128723,1924613,38,"Nov 20, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02283913,Tree Planting,4727 W BYRON ST ,1144179,1925497,45,"Nov 27, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02339783,Tree Planting,4138 N PARKSIDE AVE ,1137938,1926951,38,"Dec 06, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02339811,Tree Planting,4010 N MCVICKER AVE ,1135306,1926031,38,"Dec 06, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,2,Planted?,Yes
,07-02339821,Tree Planting,3900 N SAYRE AVE ,1129041,1925128,38,"Dec 06, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02362699,Tree Planting,3305 N LAVERGNE AVE ,1142451,1921534,31,"Dec 11, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02368965,Tree Planting,3753 N NORMANDY AVE ,1130758,1924418,38,"Dec 12, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02399926,Tree Planting,5640 W DAKIN ST ,1138042,1925688,38,"Dec 18, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,07-02406245,Tree Planting,5500 W MELROSE ST ,1139127,1921066,30,"Dec 19, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,3,Planted?,Yes
,07-02434270,Tree Planting,5905 W WARWICK AVE ,1136327,1924330,36,"Dec 26, 2007",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-00007489,Tree Planting,4323 N CENTRAL AVE ,1138229,1928297,38,"Jan 02, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,3,Planted?,Yes
,08-00007511,Tree Planting,5257 W BERENICE AVE ,1140623,1925092,45,"Jan 02, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-00068355,Tree Planting,5359 W PENSACOLA AVE ,1139837,1928403,38,"Jan 11, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-00089398,Tree Planting,5696 N MILWAUKEE AVE ,1135669,1937672,45,"Jan 15, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-00519059,Tree Planting,6347 N LEGETT AVE ,1142360,1941738,39,"Mar 25, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-00570060,Tree Planting,3735 N KENNETH AVE ,1145732,1924644,45,"Apr 02, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-00821452,Tree Planting,1947 W CORTLAND ST ,1162983,1912649,32,"May 09, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-00865048,Tree Planting,5206 W NEWPORT AVE ,1141049,1922441,30,"May 15, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-00936469,Tree Planting,5038 N RAVENSWOOD AVE ,1163455,1933590,40,"May 27, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-00963104,Tree Planting,4507 N DOVER ST ,1165991,1930033,46,"May 30, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-00971991,Tree Planting,6832 N LAKEWOOD AVE ,1166259,1945450,49,"Jun 02, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01003069,Tree Planting,1437 W FARRAGUT AVE ,1165670,1934966,48,"Jun 05, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01033350,Tree Planting,2514 W BELLE PLAINE AVE ,1158975,1927150,47,"Jun 09, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01040674,Tree Planting,2723 W FARWELL AVE ,1156939,1945340,50,"Jun 10, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01055021,Tree Planting,525 W BELMONT AVE ,1172088,1921507,44,"Jun 11, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,4,Planted?,Yes
,08-01095770,Tree Planting,3637 N PAULINA ST ,1164344,1924205,47,"Jun 16, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01189819,Tree Planting,3923 N KEELER AVE ,1147705,1925747,45,"Jun 26, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01208823,Tree Planting,6257 N NEENAH AVE ,1131964,1941226,41,"Jun 29, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01265755,Tree Planting,4233 N RICHMOND ST ,1155956,1927985,33,"Jul 08, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,2,Planted?,Yes
,08-01268603,Tree Planting,3224 N RACINE AVE ,1167717,1921650,44,"Jul 08, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01416998,Tree Planting,4116 N CLARK ST ,1166374,1927561,47,"Jul 23, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01469645,Tree Planting,5911 W GRACE ST ,1136275,1924661,38,"Jul 29, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01470913,Tree Planting,4933 N OAK PARK AVE ,1130248,1932394,41,"Jul 29, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01491652,Tree Planting,4517 N HERMITAGE AVE ,1163983,1930049,47,"Jul 31, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01545792,Tree Planting,4915 N ALBANY AVE ,1154821,1932489,33,"Aug 06, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,2,Planted?,Yes
,08-01586152,Tree Planting,6917 N OTTAWA AVE ,1124414,1945305,41,"Aug 11, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01609500,Tree Planting,4131 W GRANVILLE AVE ,1147569,1940864,39,"Aug 13, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01681177,Tree Planting,5546 N LUNA AVE ,1138192,1936530,45,"Aug 21, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01688801,Tree Planting,3714 N FREMONT ST ,1169599,1924925,46,"Aug 22, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01710929,Tree Planting,6718 N LAKEWOOD AVE ,1166283,1944775,49,"Aug 25, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01788535,Tree Planting,4400 W THOME AVE ,1145913,1941264,39,"Sep 04, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01931852,Tree Planting,3238 N OVERHILL AVE ,1124190,1920611,38,"Sep 23, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-01956067,Tree Planting,4745 N KEELER AVE ,1147526,1931279,39,"Sep 25, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-02006817,Tree Planting,3401 W AINSLIE ST ,1152818,1932349,33,"Oct 02, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,2,Planted?,Yes
,08-02059583,Tree Planting,6951 N IONIA AVE ,1136081,1945823,41,"Oct 09, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-02122949,Tree Planting,5842 N MARMORA AVE ,1136247,1938277,45,"Oct 20, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-02140321,Tree Planting,6359 W HUNTINGTON ST ,1132848,1940387,39,"Oct 22, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-02177665,Tree Planting,1139 W OAKDALE AVE ,1168181,1919739,44,"Oct 27, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-02194731,Tree Planting,3441 N RACINE AVE ,1167674,1923097,44,"Oct 29, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-02470317,Tree Planting,5044 W WARWICK AVE ,1142065,1924462,45,"Dec 15, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,08-02550060,Tree Planting,3319 W FOSTER AVE ,1153224,1934352,39,"Dec 29, 2008",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,09-00224572,Tree Planting,5439 N LAKEWOOD AVE ,1166655,1936254,48,"Feb 09, 2009",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,09-00278265,Tree Planting,4025 N AVERS AVE ,1150006,1926477,45,"Feb 17, 2009",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,09-00474372,Tree Planting,3319 N CLIFTON AVE ,1168036,1922064,44,"Mar 19, 2009",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,6,Planted?,Yes
,09-00474435,Tree Planting,4950 N AVERS AVE ,1149829,1932284,39,"Mar 19, 2009",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
,09-01091263,Tree Planting,2121 N KEELER AVE ,1148041,1913623,35,"Jun 25, 2009",Completed,Tree Plant Date?,4/23/2009,Number of trees planted?,1,Planted?,Yes
